,Name,Model,Year,Mileage,Price
2124,Chevrolet,Chevrolet Spark,2021,59487,14499
2125,Chevrolet,Chevrolet Spark,2021,59507,14499
2126,Nissan,Nissan Versa,2020,60849,15999
2127,Hyundai,Hyundai Venue,2021,59609,16299
2128,Nissan,Nissan Kicks,2020,60343,16499
2129,Nissan,Nissan Versa,2021,60810,16499
2130,Nissan,Nissan Versa,2021,61235,16499
2131,Nissan,Nissan Versa,2021,58869,16699
2132,Hyundai,Hyundai Accent,2021,59820,16699
2133,Hyundai,Hyundai Elantra,2020,68077,16699
2134,Hyundai,Hyundai Elantra,2020,60555,16999
2135,Hyundai,Hyundai Elantra,2020,61950,16999
2136,Hyundai,Hyundai Elantra,2020,62301,16999
2137,Nissan,Nissan Kicks,2021,57642,17499
2138,Hyundai,Hyundai Kona,2021,60382,17499
2139,Jeep,Jeep Cherokee,2019,86337,17499
2140,Nissan,Nissan Kicks,2020,57947,17999
2141,Mitsubishi,Mitsubishi Outlander Sport,2020,59418,17999
2142,Chevrolet,Chevrolet Trax,2020,59580,17999
2143,Nissan,Nissan Sentra,2021,60568,18499
2144,Nissan,Nissan Kicks,2021,57233,18799
2145,Nissan,Nissan Sentra,2021,58007,18799
2146,Nissan,Nissan Altima,2020,61415,18799
2147,Toyota,Toyota Corolla,2019,38312,18999
2148,Nissan,Nissan Sentra,2021,53406,18999
2149,Volkswagen,Volkswagen Golf,2021,58625,18999
2150,Mitsubishi,Mitsubishi Eclipse Cross,2020,60710,18999
2151,Hyundai,Hyundai Sonata,2021,60718,18999
2152,Volkswagen,Volkswagen Golf,2021,61252,18999
2153,Toyota,Toyota Corolla,2021,61892,18999
2154,Ford,Ford Ecosport,2020,62086,18999
2155,Hyundai,Hyundai Sonata,2021,62471,18999
2156,Toyota,Toyota Corolla,2021,63244,18999
2157,Chevrolet,Chevrolet Malibu,2021,57712,19299
2158,Nissan,Nissan Kicks,2020,27435,19599
2159,Nissan,Nissan Altima,2021,60094,19799
2160,Chevrolet,Chevrolet Malibu,2021,62770,19799
2161,Chevrolet,Chevrolet Malibu,2021,63272,19799
2162,Chevrolet,Chevrolet Malibu,2021,57998,19899
2163,Ford,Ford Ecosport,2021,59791,19999
2164,Nissan,Nissan Altima,2021,59940,19999
2165,Chevrolet,Chevrolet Malibu,2021,64218,19999
2166,Volkswagen,Volkswagen Passat,2021,60545,20499
2167,Volkswagen,Volkswagen Passat,2021,60562,20499
2168,Chevrolet,Chevrolet Equinox,2021,64914,20499
2169,Nissan,Nissan Kicks,2020,13643,20599
2170,Ford,Ford Escape,2020,60537,20999
2171,Kia,Kia K5,2021,62166,20999
2172,Jeep,Jeep Cherokee,2020,62890,20999
2173,Volkswagen,Volkswagen Tiguan,2021,62972,20999
2174,Hyundai,Hyundai Ioniq Hybrid,2021,21587,22499
2175,Chrysler,Chrysler Voyager,2021,61534,22499
2176,Toyota,Toyota Camry,2021,57582,22799
2177,Jeep,Jeep Cherokee,2019,58282,22799
2178,GMC,GMC Terrain,2021,57564,22999
2179,Toyota,Toyota Camry,2021,58340,22999
2180,GMC,GMC Terrain,2021,58536,22999
2181,Hyundai,Hyundai Sonata,2020,60444,22999
2182,Nissan,Nissan Rogue,2021,60445,23299
2183,Nissan,Nissan Maxima,2021,61348,23299
2184,Jeep,Jeep Compass,2021,43878,23499
2185,Nissan,Nissan Rogue,2021,57944,23499
2186,Jeep,Jeep Cherokee,2019,59908,23499
2187,GMC,GMC Terrain,2020,61435,23499
2188,Dodge,Dodge Charger,2021,62354,23799
2189,Dodge,Dodge Charger,2021,57701,23999
2190,Dodge,Dodge Challenger,2021,58663,23999
2191,Dodge,Dodge Charger,2021,59332,23999
2192,Chevrolet,Chevrolet Equinox,2019,59900,23999
2193,Chrysler,Chrysler Pacifica,2020,61941,23999
2194,Jeep,Jeep Cherokee,2020,70375,23999
2195,Dodge,Dodge Charger,2021,64007,24499
2196,Nissan,Nissan Altima,2022,28742,24999
2197,Toyota,Toyota RAV4,2020,65281,24999
2198,Chevrolet,Chevrolet Blazer,2020,59704,25999
2199,Chevrolet,Chevrolet Traverse,2020,60634,26499
2200,Buick,Buick Enclave,2019,61583,26899
2201,Volkswagen,Volkswagen Atlas,2021,57457,27499
2202,Chevrolet,Chevrolet Colorado,2021,59871,27499
2203,Honda,Honda CR-V,2020,61387,27499
2204,Lincoln,Lincoln Nautilus,2019,57344,27999
2205,Jeep,Jeep Grand Cherokee,2019,59288,27999
2206,RAM,RAM 1500 Classic,2021,61153,27999
2207,RAM,RAM 1500 Classic,2021,57605,29499
2208,Hyundai,Hyundai Palisade,2020,66100,31499
2209,Chevrolet,Chevrolet Silverado 1500,2021,59656,31999
2210,Jeep,Jeep Grand Cherokee,2020,60086,32999
2211,Jeep,Jeep Grand Cherokee,2021,62256,33499
2212,Cadillac,Cadillac XT6,2020,66183,33499
2213,Honda,Honda Accord Sedan,2021,25667,33999
2214,Chevrolet,Chevrolet Traverse,2021,43387,33999
2215,Ford,Ford F-150,2021,58229,34999
2216,Ford,Ford F-150,2020,60507,34999
2217,RAM,RAM 1500 Classic,2022,40436,35499
2218,Toyota,Toyota Venza,2021,62488,35499
2219,RAM,RAM 1500,2020,60205,36999
2220,RAM,RAM 1500,2021,61839,36999
2221,GMC,GMC Acadia,2021,40100,37499
2222,Audi,Audi Q7,2020,60998,37499
2223,Jeep,Jeep Grand Cherokee L,2021,40768,39999
2224,Chevrolet,Chevrolet Tahoe,2020,72974,39999
2225,Chevrolet,Chevrolet Tahoe,2021,66396,47499
2226,Hyundai,Hyundai Accent,2021,76742,15999
2227,Nissan,Nissan Rogue Sport,2021,66093,17499
2228,Hyundai,Hyundai Sonata,2021,66117,17999
2229,Chevrolet,Chevrolet Trax,2021,71497,17999
2230,Nissan,Nissan Rogue Sport,2019,80105,18599
2231,Chevrolet,Chevrolet Malibu,2021,70656,18799
2232,Chevrolet,Chevrolet Malibu,2021,70693,18799
2233,Chevrolet,Chevrolet Malibu,2021,73290,18799
2234,Jeep,Jeep Renegade,2019,61594,19299
2235,Hyundai,Hyundai Sonata,2019,60627,19999
2236,Chevrolet,Chevrolet Equinox,2021,63360,19999
2237,Chevrolet,Chevrolet Equinox,2020,68087,19999
2238,Volkswagen,Volkswagen Passat,2021,71896,19999
2239,Kia,Kia K5,2021,61253,20999
2240,Chevrolet,Chevrolet Equinox,2021,63712,20999
2241,Jeep,Jeep Cherokee,2017,90313,20999
2242,Ford,Ford Fusion,2020,61771,21499
2243,Chrysler,Chrysler Voyager,2021,76831,21799
2244,Subaru,Subaru Legacy,2020,70164,22999
2245,Nissan,Nissan Kicks,2022,21430,23499
2246,Nissan,Nissan Kicks,2022,21759,23499
2247,Nissan,Nissan Rogue,2020,63300,23499
2248,Mini,Mini Countryman,2019,61530,23999
2249,Dodge,Dodge Charger,2021,62039,23999
2250,Hyundai,Hyundai Santa Fe,2020,46574,24999
2251,Lincoln,Lincoln Lincoln MKT,2019,72485,24999
2252,Chrysler,Chrysler Pacifica,2021,63404,25499
2253,Chevrolet,Chevrolet Silverado 1500,2018,94501,27999
2254,Subaru,Subaru Outback,2022,18392,29999
2255,Jeep,Jeep Grand Cherokee,2020,35122,31999
2256,RAM,RAM 1500,2020,61599,32999
2257,Ford,Ford F-150,2020,60699,33999
2258,Ford,Ford Maverick,2023,10514,35999
2259,Nissan,Nissan Frontier,2022,18330,35999
2260,Ford,Ford Transit Passenger Wagon,2019,84604,35999
2261,Hyundai,Hyundai Accent,2020,58914,16199
2262,Nissan,Nissan Versa,2021,60787,16499
2263,Kia,Kia Soul,2021,60071,16699
2264,Nissan,Nissan Versa,2021,59062,16799
2265,Hyundai,Hyundai Elantra,2020,58298,16999
2266,Hyundai,Hyundai Elantra,2020,58649,16999
2267,Hyundai,Hyundai Elantra,2020,58773,16999
2268,Hyundai,Hyundai Elantra,2020,59508,17299
2269,Nissan,Nissan Rogue Sport,2021,63034,18799
2270,Nissan,Nissan Rogue Sport,2021,58113,19199
2271,Dodge,Dodge Journey,2020,59889,19299
2272,Nissan,Nissan Rogue Sport,2019,46719,19999
2273,Nissan,Nissan Altima,2020,60486,20699
2274,Hyundai,Hyundai Sonata,2019,61386,20999
2275,Nissan,Nissan Rogue,2021,60529,23199
2276,Subaru,Subaru Legacy,2020,23350,23699
2277,Chrysler,Chrysler Pacifica,2021,75985,25199
2278,BMW,BMW 2 Series,2021,60257,25799
2279,Chevrolet,Chevrolet Malibu,2022,3870,25999
2280,Honda,Honda HR-V,2020,19685,25999
2281,Toyota,Toyota RAV4,2020,55570,26999
2282,Jeep,Jeep Cherokee,2020,20749,28499
2283,Chevrolet,Chevrolet Traverse,2019,57990,28999
2284,Nissan,Nissan NV Cargo,2020,62536,28999
2285,RAM,RAM 1500 Classic,2021,62112,29499
2286,GMC,GMC Acadia,2020,23220,30499
2287,Hyundai,Hyundai Venue,2021,58517,16299
2288,Chevrolet,Chevrolet Malibu,2019,63714,17299
2289,Mitsubishi,Mitsubishi Eclipse Cross,2020,60107,17699
2290,Chevrolet,Chevrolet Malibu,2020,62080,17999
2291,Toyota,Toyota Corolla,2021,64350,18699
2292,Nissan,Nissan Altima,2021,59113,18999
2293,Chevrolet,Chevrolet Malibu,2021,59172,18999
2294,Toyota,Toyota Corolla,2021,63216,18999
2295,Ford,Ford Escape,2020,61791,19499
2296,Buick,Buick Encore,2022,15190,23499
2297,Kia,Kia Sportage,2020,37003,23999
2298,GMC,GMC Terrain,2020,21716,25999
2299,Mitsubishi,Mitsubishi Eclipse Cross,2022,15267,26999
2300,Volkswagen,Volkswagen Atlas,2021,61677,26999
2301,Acura,Acura MDX,2020,61501,27499
2302,Mercedes-Benz,Mercedes-Benz GLC,2019,60024,29999
2303,Nissan,Nissan Frontier,2021,28043,30699
2304,Dodge,Dodge Charger,2021,10264,33999
2305,Jeep,Jeep Grand Cherokee,2021,10160,34999
2306,Jeep,Jeep Cherokee,2022,4736,37999
2307,Subaru,Subaru Outback,2023,1041,39999
2308,Hyundai,Hyundai Accent,2020,74711,16699
2309,Nissan,Nissan Versa,2021,61897,17699
2310,Dodge,Dodge Journey,2020,62188,19699
2311,Chevrolet,Chevrolet Malibu,2021,62578,19699
2312,Toyota,Toyota Corolla,2021,67689,19699
2313,Ford,Ford Fusion Hybrid,2019,75993,19699
2314,Hyundai,Hyundai Kona,2021,56485,19999
2315,Volkswagen,Volkswagen Passat,2021,62973,20699
2316,Volkswagen,Volkswagen Jetta,2021,66467,21499
2317,Jeep,Jeep Compass,2020,62079,21699
2318,Nissan,Nissan Rogue,2018,63072,21699
2319,Chevrolet,Chevrolet Malibu,2021,60492,22699
2320,Chevrolet,Chevrolet Malibu,2021,56404,22999
2321,Nissan,Nissan Rogue,2021,64689,22999
2322,Nissan,Nissan Murano,2021,60204,23499
2323,Volkswagen,Volkswagen Passat,2021,60936,23499
2324,Ford,Ford Fusion,2020,66337,23699
2325,Ford,Ford Fusion,2020,59597,23999
2326,Nissan,Nissan Rogue,2021,68377,24299
2327,Mini,Mini Countryman,2020,42772,24699
2328,Toyota,Toyota Camry,2021,63090,25299
2329,Jeep,Jeep Compass,2021,59026,25699
2330,Nissan,Nissan Rogue,2021,61449,25699
2331,Nissan,Nissan Pathfinder,2020,62696,25699
2332,Honda,Honda Accord Sedan,2020,63215,25999
2333,Chrysler,Chrysler 300,2021,68593,25999
2334,Chrysler,Chrysler Pacifica,2020,70535,26999
2335,Chrysler,Chrysler Pacifica,2020,67011,27499
2336,RAM,RAM 1500 Classic,2021,71952,27699
2337,Chrysler,Chrysler Pacifica,2021,67445,27999
2338,Ford,Ford Edge,2020,61478,28699
2339,Toyota,Toyota RAV4,2021,67567,29799
2340,Volkswagen,Volkswagen Atlas,2021,61841,29999
2341,Infiniti,Infiniti QX80,2021,70182,34699
2342,Jeep,Jeep Wrangler,2021,60794,34999
2343,Nissan,Nissan Armada,2021,71583,36499
2344,GMC,GMC Yukon,2021,71508,49699
2345,Chevrolet,Chevrolet Spark,2021,57586,14699
2346,Hyundai,Hyundai Elantra,2020,58556,16999
2347,Nissan,Nissan Kicks,2020,59032,17499
2348,Nissan,Nissan Kicks,2020,59478,17499
2349,Toyota,Toyota Camry,2017,95333,17499
2350,Chevrolet,Chevrolet Malibu,2020,58952,18299
2351,Nissan,Nissan Rogue Sport,2021,58509,18499
2352,Chevrolet,Chevrolet Malibu,2021,60218,18699
2353,Chevrolet,Chevrolet Malibu,2021,60324,18699
2354,Nissan,Nissan Sentra,2021,61339,18699
2355,Nissan,Nissan Altima,2021,59126,18999
2356,Toyota,Toyota Corolla,2021,60006,18999
2357,Hyundai,Hyundai Sonata,2021,59657,19199
2358,Volkswagen,Volkswagen Jetta,2021,59373,19299
2359,Nissan,Nissan Altima,2021,60303,19699
2360,Nissan,Nissan Altima,2021,57738,19999
2361,Nissan,Nissan Altima,2021,57810,19999
2362,Chevrolet,Chevrolet Equinox,2021,63617,19999
2363,Jeep,Jeep Compass,2021,96625,19999
2364,Mazda,Mazda Mazda CX-5,2020,59990,20999
2365,Jeep,Jeep Compass,2019,60655,21499
2366,Toyota,Toyota Camry,2020,60309,21699
2367,Subaru,Subaru Legacy,2020,15661,24999
2368,Honda,Honda HR-V,2021,33678,24999
2369,Chrysler,Chrysler Pacifica,2021,64266,25999
2370,Jeep,Jeep Grand Cherokee,2021,79477,28999
2371,Toyota,Toyota Highlander,2021,99570,28999
2372,Acura,Acura RDX,2022,21939,47499
2373,Mitsubishi,Mitsubishi Mirage,2020,60059,13499
2374,Chevrolet,Chevrolet Spark,2021,62830,13999
2375,Chevrolet,Chevrolet Spark,2021,59155,14499
2376,Hyundai,Hyundai Accent,2020,70000,15499
2377,Hyundai,Hyundai Venue,2021,59177,16299
2378,Hyundai,Hyundai Accent,2021,60400,16499
2379,Nissan,Nissan Versa,2021,60817,16499
2380,Nissan,Nissan Versa,2021,58297,16699
2381,Nissan,Nissan Versa,2021,59443,16699
2382,Hyundai,Hyundai Elantra,2020,59093,17199
2383,Hyundai,Hyundai Elantra,2020,59630,17199
2384,Nissan,Nissan Kicks,2021,60168,17299
2385,Hyundai,Hyundai Kona,2021,60538,17499
2386,Hyundai,Hyundai Kona,2021,57239,17799
2387,Hyundai,Hyundai Kona,2021,59128,17799
2388,Toyota,Toyota Corolla,2019,42998,18499
2389,Kia,Kia Sportage,2019,59397,18499
2390,Nissan,Nissan Sentra,2021,59757,18799
2391,Toyota,Toyota Corolla,2019,37477,18999
2392,Ford,Ford Fusion,2020,58735,18999
2393,Toyota,Toyota Corolla,2021,60841,18999
2394,Toyota,Toyota Corolla,2021,58128,19299
2395,Nissan,Nissan Altima,2021,59583,19499
2396,Jeep,Jeep Compass,2021,65832,20299
2397,Chevrolet,Chevrolet Equinox,2021,58689,20499
2398,Nissan,Nissan Altima,2021,61789,20499
2399,Mitsubishi,Mitsubishi Outlander,2020,60507,20999
